ANID,Alt_ID,Standard,Investigator,Source,Region,Country,State/Province,County/District,Subregion,Site_Name,Site_Number,Material,Ware,Ceramic_Type,Form,Exterior_Decoration,Interior_Decoration,Paste_Color,Major_Temper,Minor_Temper,Culture,Context,Provenience,Era/Period,Date_Range,Picture,Comments,Notes,Chemgrp,Spare_ANID,Long_RDF,Long_Date,Short_RDF,Short_Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
GMP199,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP199,AMD1,04/27/14,YUT1-S,05/01/14,28.760,26.893,0.403,25.502,5.477,3.576,2.625,54.729,13.047,32.818,7.881,1.151,38839.9,4.289,0.000,103.013,2.779,15.062,188.454,0.645,0.666,10.511,127.674,108.236,88635.8,561.1,10954.1,3.305,18807.1,658.8,15060.3,4266.3,99.6
GMP200,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP200,AMD1,04/27/14,YUT1-S,05/01/14,18.048,26.789,0.392,23.437,5.343,3.009,2.676,53.844,13.409,34.782,7.697,1.132,38777.1,4.931,0.000,100.860,2.438,14.871,153.326,0.770,0.670,10.245,123.897,136.247,80886.0,480.2,11841.9,3.673,17584.1,793.5,12986.5,3382.2,117.6
GMP201,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP201,AMD2,04/27/14,YUT1-S,05/01/14,47.777,28.464,0.387,31.299,6.066,3.348,2.449,59.492,14.147,36.517,7.987,1.184,41292.2,4.190,0.000,95.463,2.929,15.785,350.475,0.710,0.880,10.722,99.976,95.764,83643.5,529.6,12722.3,3.540,20926.8,889.5,19334.5,3994.9,123.0
GMP202,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP202,AMD2,04/27/14,YUT1-S,05/01/14,22.870,27.211,0.424,24.706,5.668,3.554,2.610,56.088,14.404,36.797,8.544,1.224,42624.6,4.278,0.000,100.907,2.692,16.283,156.784,0.743,0.861,10.638,127.795,79.184,84716.0,465.4,11563.6,3.824,19699.6,809.0,16623.5,4898.1,123.2
GMP203,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP203,AMD2,04/27/14,YUT1-S,05/01/14,20.650,22.962,0.361,31.448,5.293,2.968,2.369,47.840,13.287,31.003,8.574,1.102,41148.9,3.913,0.000,105.023,2.990,15.709,131.497,0.633,0.892,11.692,96.878,92.352,86842.4,419.0,15506.0,4.289,17945.3,784.3,12961.3,3851.2,100.3
GMP204,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP204,AMD2,04/27/14,YUT1-S,05/01/14,20.312,30.559,0.451,27.851,6.090,3.464,2.405,64.251,15.128,39.780,9.284,1.243,46804.5,5.751,0.000,107.885,3.056,18.329,140.353,0.834,1.059,11.387,113.104,127.209,89354.7,505.0,13039.9,4.240,20201.1,916.9,13963.5,4641.3,129.4
GMP205,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP205,AMD2,04/27/14,YUT1-S,05/01/14,31.137,25.798,0.385,25.309,5.222,4.207,2.135,50.169,13.209,35.269,7.200,1.114,40026.7,4.892,0.000,86.967,2.500,14.744,182.743,0.693,0.803,9.998,113.299,103.728,80945.9,422.3,11785.0,3.337,20684.8,795.2,18124.3,3490.3,96.9
GMP206,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP206,AMD2,04/27/14,YUT1-S,05/01/14,26.503,30.248,0.397,29.721,6.060,3.409,2.301,62.889,14.819,37.799,8.483,1.258,45998.0,5.147,0.000,95.445,2.768,17.498,213.417,0.747,0.989,11.924,108.479,120.975,85371.7,423.0,11306.2,3.764,23495.8,741.9,17293.3,3919.3,116.8
GMP207,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP207,AMD2,04/27/14,YUT1-S,05/01/14,47.640,27.343,0.457,28.854,5.495,6.682,2.302,56.933,13.655,35.987,7.198,1.196,40125.3,4.632,0.000,90.661,2.725,15.089,245.214,0.748,0.760,10.340,98.769,125.116,80043.3,471.1,12735.7,3.843,19762.5,789.8,17611.1,4067.1,94.0
GMP208,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP208,AMD2,04/27/14,YUT1-S,05/01/14,22.123,27.653,0.367,25.013,5.678,3.492,2.918,58.524,14.167,33.359,7.993,1.200,41584.6,4.217,0.000,98.734,3.667,16.717,191.597,0.702,0.788,11.904,128.400,133.477,86793.2,513.2,12239.0,3.907,19785.0,793.5,15079.9,4749.0,112.3
GMP209,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP209,AMD2,04/27/14,YUT1-S,05/01/14,24.174,25.555,0.388,30.171,5.195,2.922,2.241,52.364,13.562,37.217,7.500,1.166,40589.6,4.278,0.000,90.900,2.998,15.048,164.749,0.726,1.061,9.528,104.933,101.318,80198.9,477.8,11278.4,3.991,21158.3,919.6,17140.4,4233.6,93.5
GMP210,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP210,AMD2,04/27/14,YUT1-S,05/01/14,28.563,25.853,0.379,39.188,5.842,2.995,2.468,55.618,15.058,33.747,9.038,1.141,43172.4,3.716,0.000,112.510,3.834,17.854,199.766,0.679,0.811,11.943,95.049,60.034,86273.3,456.8,11705.9,3.440,25665.2,856.4,18035.7,4005.4,112.9
GMP211,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP211,AMD2,04/27/14,YUT1-S,05/01/14,31.040,25.192,0.432,29.850,5.714,5.290,2.856,54.277,14.337,31.796,7.690,1.204,40602.2,3.856,0.000,94.340,3.401,16.530,203.744,0.677,0.965,10.762,99.323,90.130,84366.4,453.7,30827.4,3.788,19905.8,858.5,15656.3,4247.8,99.1
GMP212,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP212,AMD2,04/27/14,YUT1-S,05/01/14,52.256,25.169,0.370,31.252,5.546,5.900,2.246,54.265,14.869,35.498,7.402,1.152,39982.1,3.740,0.000,92.049,2.096,15.480,235.544,0.673,0.934,10.086,126.917,119.952,82842.2,476.2,12665.9,3.102,18294.7,803.2,19024.9,3673.1,124.4
GMP213,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP213,AMD2,04/27/14,YUT1-S,05/01/14,35.251,24.879,0.444,28.166,5.183,6.257,2.099,49.841,12.873,35.905,6.851,1.103,38415.3,4.303,0.000,88.404,2.229,14.333,269.274,0.722,0.864,9.578,96.204,79.136,77217.7,494.2,11672.7,3.461,20485.7,778.9,17580.0,4441.8,94.2
GMP214,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP214,AMD2,04/27/14,YUT1-S,05/01/14,25.464,25.098,0.454,27.072,5.308,7.654,2.336,53.251,13.515,37.635,8.066,1.162,40036.3,4.547,0.000,97.571,2.237,15.883,179.825,0.681,0.923,10.235,127.050,128.281,86084.3,507.5,12918.1,3.469,17750.8,745.7,14764.0,3802.2,116.6
GMP215,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP215,AMD2,04/27/14,YUT1-S,05/01/14,22.325,28.224,0.385,27.361,5.907,3.690,2.858,61.253,16.985,33.730,9.241,1.213,46114.2,4.359,0.000,106.767,3.411,17.953,161.326,0.687,0.709,12.576,105.080,80.443,92201.7,498.9,15796.8,4.306,23140.3,1015.6,17703.5,3919.8,117.5
GMP216,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP216,AMD2,04/27/14,YUT2-S,05/01/14,35.396,24.744,0.403,25.280,5.317,5.684,1.978,49.493,12.948,33.380,6.973,1.102,38605.2,4.663,0.000,87.045,2.382,14.070,275.969,0.704,0.908,9.677,107.305,117.509,83365.9,499.9,12023.0,3.433,20041.0,855.2,18428.8,4279.8,98.7
GMP217,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP217,AMD2,04/27/14,YUT2-S,05/01/14,27.115,27.359,0.439,26.400,6.029,4.602,2.918,57.434,13.562,36.544,8.357,1.224,43949.9,4.774,0.000,96.423,2.607,16.886,373.264,0.714,1.002,11.627,108.781,110.675,95595.5,415.1,15299.9,4.219,20217.5,712.1,17746.5,4863.2,111.9
GMP218,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP218,AMD2,04/27/14,YUT2-S,05/01/14,31.775,28.406,0.414,26.289,5.625,3.849,2.570,59.056,15.784,35.922,8.203,1.153,43323.3,4.533,0.000,96.481,2.817,16.374,142.655,0.704,0.786,11.074,130.695,77.773,90437.6,456.5,10213.7,3.970,21835.8,829.4,17672.1,4125.6,135.9
GMP219,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP219,AMD2,04/27/14,YUT2-S,05/01/14,34.769,25.404,0.416,24.617,5.409,3.952,2.418,53.640,15.305,35.752,8.038,1.161,42356.2,4.541,31.911,96.662,2.715,16.118,198.028,0.702,0.867,11.026,130.338,123.019,88564.7,497.2,9267.7,4.026,22605.6,913.6,18468.3,4360.7,125.2
GMP220,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP220,AMD2,04/27/14,YUT2-S,05/01/14,14.957,36.592,0.405,33.071,6.617,3.609,2.778,75.920,11.728,33.317,6.939,1.340,40889.9,6.550,0.000,75.253,2.110,15.445,316.551,0.937,0.909,9.931,86.154,117.254,76734.3,359.2,41324.9,4.174,15748.5,830.5,17814.0,5113.0,131.8
GMP221,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP221,AMD2,04/27/14,YUT2-S,05/01/14,21.134,26.471,0.401,24.415,5.197,3.903,2.611,50.899,13.119,29.845,7.124,1.119,40580.0,4.771,0.000,74.786,2.238,14.858,314.015,0.758,0.821,8.919,91.507,118.080,76914.1,510.2,36772.0,3.381,19275.9,1229.6,17347.2,4480.4,117.4
GMP222,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP222,AMD2,04/27/14,YUT2-S,05/01/14,13.667,27.782,0.420,20.275,5.767,3.820,2.390,59.469,14.580,37.990,8.370,1.210,42224.2,5.571,0.000,96.972,2.580,16.616,208.481,0.794,0.953,11.090,105.906,127.290,92087.5,546.8,12542.4,4.635,18683.0,767.7,12749.9,3986.1,122.7
GMP223,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP223,AMD2,04/27/14,YUT2-S,05/01/14,22.993,29.741,0.411,40.355,6.025,3.550,2.452,62.341,15.463,34.695,8.839,1.162,46332.1,4.549,0.000,105.672,3.387,17.879,237.518,0.690,0.865,14.106,143.625,103.509,92054.4,507.9,13433.5,3.923,21066.9,1006.0,11896.6,4775.2,145.1
GMP224,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP224,AMD2,04/27/14,YUT2-S,05/01/14,17.792,35.496,0.495,33.520,7.064,4.083,3.176,75.618,13.521,43.152,7.659,1.410,43360.0,10.102,0.000,94.655,2.758,16.598,192.722,0.986,1.122,12.413,122.898,203.292,85184.1,471.1,14464.3,4.041,18488.8,809.6,15946.3,5420.8,123.1
GMP225,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP225,AMD2,04/27/14,YUT2-S,05/01/14,11.884,48.267,0.504,54.366,8.001,4.511,3.187,94.770,11.810,36.384,6.312,1.380,44170.0,12.290,0.000,71.668,2.611,16.115,320.705,1.332,1.002,13.790,81.111,267.600,74847.8,432.2,35566.5,4.671,16734.9,1019.5,18484.1,6499.3,140.8
